"UniProt_ID"	"Protein_Name"
"2745"	"Q6P3J2"	"Rho GDP dissociation inhibitor (GDI) alpha"
"2746"	"Q6P3J5"	"Eukaryotic translation elongation factor 2"
"2747"	"Q6P3J7"	"EH-domain containing 2"
"2748"	"Q6P3L0"	"Major vault protein"
"2749"	"Q6P3L1"	"Poly A binding protein, cytoplasmic 1 b"
"2750"	"Q6P3L3"	"Heat shock protein 5"
"2751"	"Q6P3L6"	"Estradiol 17-beta-dehydrogenase 12-A"
"2752"	"Q6P3L9"	"Glutamate dehydrogenase 1"
"2753"	"Q6P4U1"	"Collagen, type I, alpha 1"
"2754"	"Q6P4U8"	"Deoxyribonuclease"
"2755"	"Q6P4V0"	"Sfrs5a protein"
"2756"	"Q6P4V5"	"Novel protein similar to sterol carrier protein 2 (SCP2, zgc:77634)"
"2757"	"Q6P5I9"	"Serpina1 protein (Fragment)"
"2758"	"Q6P5J0"	"Amylase, alpha 2A; pancreatic"
"2759"	"Q6P5J7"	"Chloride intracellular channel a"
"2760"	"Q6P5K3"	"Rplp0 protein"
"2761"	"Q6P5K5"	"Ribosomal protein, large, P1"
"2762"	"Q6P5K6"	"Solute carrier family 25 (Carnitine/acylcarnitine translocase), member 20"
"2763"	"Q6P5L3"	"60S ribosomal protein L19"
"2764"	"Q6P5L5"	"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 8"
"2765"	"Q6P5L8"	"Hydroxysteroid dehydrogenase-like protein 2"
"2766"	"Q6P5M2"	"WD repeat-containing protein 61"
"2767"	"Q6P5M3"	"Ribosomal protein S9"
"2768"	"Q6P696"	"Glyoxalase 1"
"2769"	"Q6P697"	"Uncharacterized protein"
"2770"	"Q6P698"	"Plastin-2"
"2771"	"Q6P6E0"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g"
"2772"	"Q6P6E2"	"Ribosomal protein S26"
"2773"	"Q6P6E4"	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"2774"	"Q6P6E7"	"Ribosomal protein S20"
"2775"	"Q6P6F0"	"Novel protein similar to vertebrate ribosomal protein S17 (RPS17, zgc:77702)"
"2776"	"Q6P6Y6"	"Vapa protein"
"2777"	"Q6P943"	"Signal transduction and activation of transcription 1"
"2778"	"Q6P948"	"Novel protein (Zgc:73271)"
"2779"	"Q6P959"	"ATP synthase gamma chain"
"2780"	"Q6P960"	"Amphiphysin"
"2781"	"Q6P962"	"Glutathione S-transferase"
"2782"	"Q6P963"	"Hydroxyacylglutathione hydrolase, mitochondrial"
"2783"	"Q6P967"	"Uncharacterized protein"
"2784"	"Q6P969"	"Elongation factor 1-alpha"
"2785"	"Q6P972"	"Tubulin, alpha 2"
"2786"	"Q6P980"	"Superoxide dismutase"
"2787"	"Q6P9P3"	"Ubiquitin-activating enzyme E1"
"2788"	"Q6PBA6"	"Plasminogen"
"2789"	"Q6PBH4"	"Dynein, light chain, LC8-type 2"
"2790"	"Q6PBH5"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4"
"2791"	"Q6PBH6"	"Ubiquinol-cytochrome c reductase core protein I"
"2792"	"Q6PBH7"	"LOC402883 protein (Fragment)"
"2793"	"Q6PBI0"	"Succinate-CoA ligase, ADP-forming, beta subunit"
"2794"	"Q6PBI5"	"40S ribosomal protein S25"
"2795"	"Q6PBJ2"	"UPF0468 protein C16orf80 homolog"
"2796"	"Q6PBJ3"	"Novel protein (Zgc:73378)"
"2797"	"Q6PBJ6"	"Uncharacterized protein"
"2798"	"Q6PBJ8"	"Novel protein with a FKBP-type peptidyl-prolyl cis-trans isomerase domain (Zgc:73373)"
"2799"	"Q6PBJ9"	"Ribosomal protein, large P2"
"2800"	"Q6PBK3"	"40S ribosomal protein S28"
"2801"	"Q6PBM0"	"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 10"
"2802"	"Q6PBM9"	"Arrestin 3, retinal (X-arrestin)"
"2803"	"Q6PBN3"	"Retinal degradation slow 4"
"2804"	"Q6PBP0"	"Cytochrome c oxidase, subunit VIIc"
"2805"	"Q6PBP1"	"Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"
"2806"	"Q6PBP3"	"UPF0765 protein C10orf58 homolog"
"2807"	"Q6PBR3"	"Retinol dehydrogenase 1, like"
"2808"	"Q6PBR5"	"ATPase, H+ transporting, V1 subunit G isoform 1"
"2809"	"Q6PBS2"	"Zgc:73275"
"2810"	"Q6PBS3"	"Tryptophanyl-tRNA synthetase"
"2811"	"Q6PBS6"	"UPF0197 transmembrane protein C11orf10 homolog"
"2812"	"Q6PBS8"	"Chchd2l protein"
"2813"	"Q6PBT8"	"Putative heparin-binding growth factor 1"
"2814"	"Q6PBU0"	"Protein FAM136A"
"2815"	"Q6PBV2"	"Lectin, galactoside-binding, soluble, 9 (Galectin 9)-like 1"
"2816"	"Q6PBV6"	"H/ACA ribonucleoprotein complex subunit 2-like protein"
"2817"	"Q6PBW0"	"Septin 5a"
"2818"	"Q6PBW1"	"Guk1 protein"
"2819"	"Q6PBW3"	"Ribosomal protein S14"
"2820"	"Q6PBW4"	"Peptidyl-prolyl cis-trans isomerase"
"2821"	"Q6PBW5"	"Retinal pigment epithelium 65a"
"2822"	"Q6PBW6"	"Chaperonin containing TCP1, subunit 2 (Beta)"
"2823"	"Q6PBW7"	"Ribosomal protein S19"
"2824"	"Q6PBW9"	"Ribulose-phosphate 3-epimerase"
"2825"	"Q6PBX1"	"Protein (Peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1"
"2826"	"Q6PBX2"	"SAR1a gene homolog 2 (S. cerevisiae)"
"2827"	"Q6PBX5"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
"2828"	"Q6PBX8"	"Uncharacterized protein"
"2829"	"Q6PBX9"	"Receptor accessory protein 5"
"2830"	"Q6PBY1"	"40S ribosomal protein S3a"
"2831"	"Q6PBY2"	"ATPase, H+ transporting, lysosomal accessory protein 2"
"2832"	"Q6PBY4"	"Small nuclease"
"2833"	"Q6PBY6"	"Translocase of outer mitochondrial membrane 70 homolog A (Yeast)"
"2834"	"Q6PBY8"	"S-phase kinase-associated protein 1"
"2835"	"Q6PBZ1"	"Ribosomal protein L7a"
"2836"	"Q6PBZ7"	"Fragile histidine triad gene"
"2837"	"Q6PC05"	"Translocase of outer mitochondrial membrane 20 homolog (Yeast)"
"2838"	"Q6PC13"	"Prohibitin 2"
"2839"	"Q6PC14"	"60S ribosomal protein L23"
"2840"	"Q6PC16"	"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 10"
"2841"	"Q6PC22"	"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 8"
"2842"	"Q6PC28"	"Novel protein similar to vertebratesecretory granule, neuroendocrine protein 1 (7B2 protein) (SGNE1)"
"2843"	"Q6PC29"	"14-3-3 protein gamma-1"
"2844"	"Q6PC30"	"COP9 signalosome complex subunit 5"
"2845"	"Q6PC34"	"Hippocalcin"
"2846"	"Q6PC35"	"ATPase, H+ transporting, lysosomal, V1 subunit H"
"2847"	"Q6PC37"	"Nucleoside diphosphate kinase"
"2848"	"Q6PC38"	"Recoverin"
"2849"	"Q6PC44"	"Calbindin 2, like"
"2850"	"Q6PC48"	"Ubiquinol-cytochrome c reductase iron-sulfur subunit"
"2851"	"Q6PC49"	"Zgc:73107"
"2852"	"Q6PC53"	"Peptidyl-prolyl cis-trans isomerase"
"2853"	"Q6PC54"	"Synaptosomal-associated protein 25-B"
"2854"	"Q6PC56"	"Calbindin 2, (Calretinin)"
"2855"	"Q6PC58"	"Ubiquitin carrier protein"
"2856"	"Q6PC63"	"Lin-7 homolog A (C. elegans)"
"2857"	"Q6PC64"	"Elongation of very long chain fatty acids protein 6"
"2858"	"Q6PC68"	"ATPase, H+ transporting, lysosomal, V1 subunit B, member a"
"2859"	"Q6PC69"	"60S ribosomal protein L10a"
"2860"	"Q6PC74"	"Cellular retinaldehyde-binding protein a"
"2861"	"Q6PC77"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d"
"2862"	"Q6PC80"	"Ribosomal protein S5"
"2863"	"Q6PC82"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide like"
"2864"	"Q6PC89"	"Enolase"
"2865"	"Q6PC90"	"40S ribosomal protein S12"
"2866"	"Q6PCR7"	"Eukaryotic translation initiation factor 3 subunit A"
"2867"	"Q6PCS6"	"Mitochondrial fission process protein 1"
"2868"	"Q6PD83"	"Basic leucine zipper and W2 domain-containing protein 1-A"
"2869"	"Q6PD84"	"Syntaxin binding protein 3"
"2870"	"Q6PD98"	"Zgc:66024"
"2871"	"Q6PD99"	"MARCKS-like 1"
"2872"	"Q6PE25"	"Elongation factor 1-gamma"
"2873"	"Q6PE26"	"Calr protein"
"2874"	"Q6PE34"	"Novel protein (Zgc:65894)"
"2875"	"Q6PE45"	"RER1 homolog"
"2876"	"Q6PEH1"	"ER lumen protein retaining receptor 2"
"2877"	"Q6PEH5"	"Ubiquitin-conjugating enzyme E2 variant 2"
"2878"	"Q6PEI5"	"Twinfilin, actin-binding protein, homolog 1a"
"2879"	"Q6PEI7"	"CTP synthase 1"
"2880"	"Q6PEJ2"	"Uncharacterized protein"
"2881"	"Q6PFK5"	"Zgc:66327"
"2882"	"Q6PFM3"	"Solute carrier family 25 (Mitochondrial carrier, Aralar), member 12"
"2883"	"Q6PFN7"	"Protein arginine methyltransferase 1"
"2884"	"Q6PFN9"	"Glycine dehydrogenase (Decarboxylating)"
"2885"	"Q6PFQ0"	"Ribosomal protein S6 kinase alpha-6"
"2886"	"Q6PFQ1"	"NMDA receptor-regulated gene 1a"
"2887"	"Q6PFQ2"	"Eukaryotic translation initiation factor 3 subunit C"
"2888"	"Q6PFS4"	"Inner membrane protein, mitochondrial (Mitofilin)"
"2889"	"Q6PFS7"	"Ubiquitin-like-conjugating enzyme ATG3"
"2890"	"Q6PFT0"	"Uncharacterized protein"
"2891"	"Q6PFT1"	"Fructose-1,6-bisphosphatase 1, like"
"2892"	"Q6PFT2"	"Complement component 6"
"2893"	"Q6PFT4"	"Zgc:64042"
"2894"	"Q6PFT7"	"Coactosin-like 1"
"2895"	"Q6PFU1"	"CD81 antigen"
"2896"	"Q6PFU4"	"Cell division cycle 42"
"2897"	"Q6PG31"	"RNA-binding protein with serine-rich domain 1"
"2898"	"Q6PGT6"	"Zgc:63840"
"2899"	"Q6PGU9"	"Protein phosphatase 2, regulatory subunit B, delta isoform"
"2900"	"Q6PGV1"	"ATPase, H+ transporting, V0 subunit D isoform 1"
"2901"	"Q6PGW2"	"Zgc:112265 protein (Fragment)"
"2902"	"Q6PGX4"	"Uncharacterized protein"
"2903"	"Q6PGY7"	"Novel protein similar to H.sapiens CISD1, CDGSH iron sulfur domain 1 (CISD1, zgc:63561)"
"2904"	"Q6PH06"	"Uncharacterized protein"
"2905"	"Q6PH19"	"Glycine amidinotransferase, mitochondrial"
"2906"	"Q6PH34"	"Nop56 protein (Fragment)"
"2907"	"Q6PH36"	"Guanine monphosphate synthetase"
"2908"	"Q6PH37"	"Cytosolic sulfotransferase 1"
"2909"	"Q6PH41"	"Glutathione S-transferase theta 1b"
"2910"	"Q6PH52"	"Pachytene checkpoint protein 2 homolog"
"2911"	"Q6PH55"	"C20orf14 homolog (H. sapiens)"
"2912"	"Q6PH57"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"2913"	"Q6PH75"	"Cathepsin B"
"2914"	"Q6PHD6"	"Integrin linked kinase"
"2915"	"Q6PHD7"	"Septin 6"
"2916"	"Q6PHD8"	"Proliferation-associated 2G4 ,b"
"2917"	"Q6PHD9"	"Selenium-binding protein 1"
"2918"	"Q6PHE3"	"Si:rp71-61h23.4 protein (Fragment)"
"2919"	"Q6PHE8"	"Coiled-coil domain-containing protein 124"
"2920"	"Q6PHF0"	"Charged multivesicular body protein 1a"
"2921"	"Q6PHF1"	"Calcium regulated heat stable protein 1"
"2922"	"Q6PHG2"	"Hemopexin"
"2923"	"Q6PHH4"	"Suclg2 protein (Fragment)"
"2924"	"Q6PHI6"	"Cystathionase (Cystathionine gamma-lyase)"
"2925"	"Q6PHI8"	"Tkt protein"
"2926"	"Q6PHI9"	"Ras-related protein Rab-4A"
"2927"	"Q6PHJ3"	"Zgc:65802"
"2928"	"Q6PHJ4"	"Hnrpa0 protein (Fragment)"
"2929"	"Q6PHJ8"	"Myosin, light polypeptide 9, like"
"2930"	"Q6PHK4"	"Alanine-glyoxylate aminotransferase"
"2931"	"Q6PHK6"	"Transcriptional activator protein Pur-beta"
"2932"	"Q6PHK7"	"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 2"
"2933"	"Q6PHK9"	"MCM4 minichromosome maintenance deficient 4, mitotin (S. cerevisiae)"
"2934"	"Q6PHU7"	"Zgc:65788"
"2935"	"Q6PHU9"	"Zgc:65956"
"2936"	"Q6PHV3"	"Stanniocalcin 1"
"2937"	"Q6PI52"	"Calmodulin"
"2938"	"Q6PUF3"	"Hydroxysteroid 11-beta-dehydrogenase 1-like protein"
"2939"	"Q6PUQ3"	"ARP3 actin-related protein 3-like protein"
"2940"	"Q6PUS3"	"Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa"
"2941"	"Q6PYX3"	"Nuclear ribonucleoprotein U-like protein"
"2942"	"Q6Q415"	"60S ribosomal protein L36"
"2943"	"Q6Q419"	"Ribosomal protein S29"
"2944"	"Q6Q420"	"Ribosomal protein S15a"
"2945"	"Q6Q421"	"Ribosomal protein S15"
"2946"	"Q6Q7X9"	"Kelch-like protein 31"
"2947"	"Q6QA33"	"Estradiol 17-beta-dehydrogenase 12-B"
"2948"	"Q6TEN1"	"Ras-related protein Rap-1b"
"2949"	"Q6TEN7"	"40S ribosomal protein S24"
"2950"	"Q6TEN8"	"Kinectin 1"
"2951"	"Q6TEN9"	"Copine III"
"2952"	"Q6TEP1"	"Protein FAM91A1"
"2953"	"Q6TGS6"	"Tyrosyl-tRNA synthetase, cytoplasmic"
"2954"	"Q6TGT0"	"Tubulin, beta, 2"
"2955"	"Q6TGT2"	"Cytotoxic granule-associated RNA binding protein 1, like"
"2956"	"Q6TGT3"	"Dynlt3 protein"
"2957"	"Q6TGU1"	"Serine proteinase inhibitor, clade B, member 1"
"2958"	"Q6TGV6"	"Proteasome subunit alpha type"
"2959"	"Q6TGW5"	"Osteoclast-stimulating factor 1"
"2960"	"Q6TGY6"	"Poly(A)-binding protein, cytoplasmic 1"
"2961"	"Q6TGY8"	"Tetratricopeptide repeat protein 35"
"2962"	"Q6TGZ5"	"4-hydroxyphenylpyruvate dioxygenase"
"2963"	"Q6TH05"	"GABA(A) receptor-associated protein-like 2"
"2964"	"Q6TH07"	"Flotillin 1"
"2965"	"Q6TH15"	"Eukaryotic translation initiation factor 3 subunit D"
"2966"	"Q6TH20"	"Developmentally regulated GTP binding protein 2"
"2967"	"Q6TH22"	"Protein DDI1 homolog 2"
"2968"	"Q6TH29"	"Calcium binding protein P22"
"2969"	"Q6TH32"	"Muscle cofilin 2"
"2970"	"Q6TH48"	"Mitochondrial aldehyde dehydrogenase 2 family"
"2971"	"Q6TLD0"	"RAD23 homolog B"
"2972"	"Q6TLD7"	"Peptidyl-prolyl cis-trans isomerase"
"2973"	"Q6TLE4"	"Membrane magnesium transporter 1"
"2974"	"Q6TLF6"	"Regucalcin"
"2975"	"Q6TLG8"	"Ribosomal protein S3"
"2976"	"Q6TNP8"	"Vacuolar protein sorting-associated protein 26A"
"2977"	"Q6TNP9"	"Tubulin, alpha 2"
"2978"	"Q6TNR8"	"6-phosphogluconate dehydrogenase, decarboxylating"
"2979"	"Q6TNT8"	"Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
"2980"	"Q6TNT9"	"GDP dissociation inhibitor 2"
"2981"	"Q6TNV6"	"BUB3 budding uninhibited by benzimidazoles 3-like protein"
"2982"	"Q6U1J7"	"Brain-type fatty acid-binding protein b"
"2983"	"Q6VN46"	"Myoglobin"
"2984"	"Q6W2N6"	"Short chain dehydrogenase/reductase"
"2985"	"Q6W6P1"	"Cellular retinol-binding protein type 1"
"2986"	"Q6WFZ4"	"Metaxin 2"
"2987"	"Q6XG62"	"Ictacalcin"
"2988"	"Q6XMI5"	"Developmentally regulated GTP-binding protein 1"
"2989"	"Q6YBS2"	"Adenylyl cyclase-associated protein"
"2990"	"Q6YI49"	"Ubiquitin C-terminal hydrolase L1"
"2991"	"Q6YLH9"	"Caveolin"
"2992"	"Q6ZM12"	"Novel beta globin"
"2993"	"Q6ZM19"	"Eukaryotic translation initiation factor 6"
"2994"	"Q6ZM24"	"Translocase of outer mitochondrial membrane 34"
"2995"	"Q6ZM34"	"Novel protein simlar to human and mouse vacuolar protein sorting 35 (Yeast) (VPS35)"
"2996"	"Q6ZM60"	"Novel protein similar to vertebrate ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 (ATP2A2)"
"2997"	"Q6ZM62"	"Actin related protein 2/3 complex, subunit 3"
"2998"	"Q71E60"	"AMPA receptor subunit GluR3B"
"2999"	"Q71N41"	"Guanidinoacetate N-methyltransferase"
"3000"	"Q71PD7"	"Histone H2A.V"
"3001"	"Q75ZI3"	"Dermacan"
"3002"	"Q7M569"	"Glutamine synthetase"
"3003"	"Q7SX58"	"Coro1A"
"3004"	"Q7SX92"	"Beta-synuclein"
"3005"	"Q7SX99"	"Fumarate hydratase, mitochondrial"
"3006"	"Q7SXA1"	"Ribosomal protein L26"
"3007"	"Q7SXA2"	"Ubin protein"
"3008"	"Q7SXC0"	"Carboxyl ester lipase, tandem duplicate 1"
"3009"	"Q7SXD4"	"Zgc:66426"
"3010"	"Q7SXE7"	"UDP glucuronosyltransferase 1 family a, b"
"3011"	"Q7SXE9"	"Uncharacterized protein"
"3012"	"Q7SXF1"	"7-dehydrocholesterol reductase"
"3013"	"Q7SXF2"	"Ubiquitin-like protein 5"
"3014"	"Q7SXG4"	"SUMO-activating enzyme subunit 2"
"3015"	"Q7SXG5"	"Nucleoside diphosphate kinase"
"3016"	"Q7SXG7"	"Bromodomain containing 7"
"3017"	"Q7SXH1"	"Coatomer protein complex, subunit zeta 1"
"3018"	"Q7SXH6"	"Alpha-1-microglobulin/bikunin, like"
"3019"	"Q7SXI1"	"Cytochrome c oxidase subunit VIIa polypeptide 2 like"
"3020"	"Q7SXJ0"	"Lectin, galactoside-binding, soluble, 1 (Galectin 1)-like 3"
"3021"	"Q7SXJ5"	"Bleomycin hydrolase"
"3022"	"Q7SXK3"	"Pyruvate kinase"
"3023"	"Q7SXK5"	"Probable imidazolonepropionase"
"3024"	"Q7SXL4"	"Nucleoside diphosphate kinase"
"3025"	"Q7SXM1"	"Uncharacterized protein"
"3026"	"Q7SXM2"	"Phospholipase A2-activating protein"
"3027"	"Q7SXN1"	"Serine hydroxymethyltransferase"
"3028"	"Q7SXN2"	"Heterogeneous nuclear ribonucleoprotein D-like"
"3029"	"Q7SXN5"	"Dynamin-1-like protein"
"3030"	"Q7SXN6"	"Proteasome subunit alpha type"
"3031"	"Q7SXP0"	"Vesicle-trafficking protein SEC22b-B"
"3032"	"Q7SXP1"	"Capping protein (Actin filament) muscle Z-line, beta"
"3033"	"Q7SXP2"	"NEDD8-activating enzyme E1 regulatory subunit"
"3034"	"Q7SXP4"	"Serine/arginine-rich splicing factor 1A"
"3035"	"Q7SXQ3"	"Zgc:66127"
"3036"	"Q7SXS8"	"UPF0609 protein C4orf27 homolog"
"3037"	"Q7SXT4"	"Karyopherin (Importin) alpha 3"
"3038"	"Q7SXU3"	"Aldehyde dehydrogenase 2 family (Mitochondrial)a"
"3039"	"Q7SXU4"	"5'-nucleotidase, ecto (CD73)"
"3040"	"Q7SXU7"	"HLA-B associated transcript 1"
"3041"	"Q7SXU9"	"Splicing factor, arginine/serine-rich 6a"
"3042"	"Q7SXW1"	"Uncharacterized protein"
"3043"	"Q7SXW4"	"Transmembrane protein 111"
"3044"	"Q7SXW6"	"Actin-related protein 2-A"
"3045"	"Q7SXW8"	"Acetylserotonin O-methyltransferase-like"
"3046"	"Q7SXW9"	"Marcks protein (Fragment)"
"3047"	"Q7SXX4"	"Novel protein (Zgc:63695)"
"3048"	"Q7SXX8"	"Hydroxyacid oxidase 2 (Long chain)"
"3049"	"Q7SXZ9"	"Cysteine conjugate-beta lyase; cytoplasmic (Glutamine transaminase K, kyneurenine aminotransferase)"
"3050"	"Q7SY23"	"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
"3051"	"Q7SY26"	"Uncharacterized protein"
"3052"	"Q7SY34"	"Zgc:63568"
"3053"	"Q7SY35"	"Zgc:63565"
"3054"	"Q7SY44"	"Argininosuccinate lyase"
"3055"	"Q7SY49"	"CaM kinase-like vesicle-associated protein"
"3056"	"Q7SY50"	"Zgc:63505"
"3057"	"Q7SY54"	"Alanine--glyoxylate aminotransferase 2-like 1"
"3058"	"Q7SYB8"	"Uncharacterized protein"
"3059"	"Q7SYD0"	"Carbonyl reductase 1"
"3060"	"Q7SYD8"	"Zgc:63528"
"3061"	"Q7SYE2"	"Actinin, alpha 4"
"3062"	"Q7SYH6"	"Pah"
"3063"	"Q7SYJ0"	"Zgc:66473"
"3064"	"Q7SYK4"	"LOC402840 protein (Fragment)"
"3065"	"Q7SYK7"	"Aspartate aminotransferase"
"3066"	"Q7SYK9"	"Zgc:66313"
"3067"	"Q7SZ49"	"Short chain dehydrogenase/reductase family 16C, member 5"
"3068"	"Q7SZ53"	"Novel protein (Wu:fi20c07)"
"3069"	"Q7SZC2"	"Exportin-2"
"3070"	"Q7SZC7"	"Progesterone receptor membrane component 2"
"3071"	"Q7SZC9"	"Heterogeneous nuclear ribonucleoprotein R"
"3072"	"Q7SZD2"	"Solute carrier family 16 (Monocarboxylic acid transporters), member 8"
"3073"	"Q7SZE3"	"Lethal(2) giant larvae protein homolog 2"
"3074"	"Q7SZE5"	"Protein transport protein Sec23A"
"3075"	"Q7SZF4"	"HLA-B-associated transcript 3"
"3076"	"Q7SZP4"	"Novel protein containing an intermediate filament protein domain (Zgc:65851)"
"3077"	"Q7SZQ6"	"Rho GDP dissociation inhibitor (GDI) gamma"
"3078"	"Q7SZR0"	"Ddc protein"
"3079"	"Q7SZR3"	"Mpx protein"
"3080"	"Q7SZR4"	"Phosphoglycerate mutase"
"3081"	"Q7SZR6"	"Ewsr1a protein (Fragment)"
"3082"	"Q7SZR9"	"Zgc:65780"
"3083"	"Q7SZV9"	"Novel alpha-globin"
"3084"	"Q7SZY8"	"Novel protein similar to human glyoxylate reductase/hydroxypyruvate reductase (GRHPR)"
"3085"	"Q7SZZ5"	"Novel protein similar to vertebrate vesicle-associated membrane protein 2 (Synaptobrevin 2) (VAMP2)"
"3086"	"Q7T002"	"Proteasome subunit beta type"
"3087"	"Q7T023"	"Novel protein similar to human non-muscle myosin, heavy polypeptide 10 (MYH10) (Fragment)"
"3088"	"Q7T0F4"	"Cellular retinoic acid-binding protein"
"3089"	"Q7T118"	"Novel protein similar to vertebrate galectins"
"3090"	"Q7T173"	"Apolipoprotein O, b"
"3091"	"Q7T1B0"	"Embryonic globin beta e2"
"3092"	"Q7T1D8"	"Phb protein"
"3093"	"Q7T1D9"	"Echs1 protein (Fragment)"
"3094"	"Q7T1E0"	"Glycerol-3-phosphate dehydrogenase 1b"
"3095"	"Q7T1J9"	"Ribosomal protein S10"
"3096"	"Q7T1K0"	"Uncharacterized protein"
"3097"	"Q7T2A0"	"Transformer-2 alpha"
"3098"	"Q7T2A5"	"Eukaryotic translation initiation factor 3 subunit L"
"3099"	"Q7T2A8"	"SH3 domain binding glutamic acid-rich protein like"
"3100"	"Q7T2B6"	"Acyl-Coenzyme A oxidase 3, pristanoyl"
"3101"	"Q7T2B9"	"Myotrophin"
"3102"	"Q7T2C2"	"Acyl-Coenzyme A dehydrogenase, very long chain"
"3103"	"Q7T2C5"	"Protein kinase C, beta 1, like"
"3104"	"Q7T2C6"	"RAB7, member RAS oncogene family"
"3105"	"Q7T2C8"	"Thioredoxin reductase 1"
"3106"	"Q7T2F5"	"N-ethylmaleimide sensitive fusion protein attachment protein alpha"
"3107"	"Q7T2J4"	"Alcohol dehydrogenase 8b"
"3108"	"Q7T2P2"	"Chaperonin containing TCP1, subunit 3 (Gamma)"
"3109"	"Q7T2P6"	"Mitochondrial import inner membrane translocase subunit Tim23"
"3110"	"Q7T309"	"Serpin peptidase inhibitor, clade B (Ovalbumin), member 1, like 3"
"3111"	"Q7T326"	"CDGSH iron-sulfur domain-containing protein 2"
"3112"	"Q7T334"	"Malate dehydrogenase"
"3113"	"Q7T337"	"Fructose-1,6-bisphosphatase 1"
"3114"	"Q7T339"	"Charged multivesicular body protein 5"
"3115"	"Q7T343"	"Fam49b protein"
"3116"	"Q7T348"	"Zgc:64106"
"3117"	"Q7T356"	"14-3-3 protein beta/alpha-B"
"3118"	"Q7T364"	"Tumor necrosis factor, alpha-induced protein 8-like protein 2 B"
"3119"	"Q7T365"	"Sorcin"
"3120"	"Q7T368"	"Novel protein (Zgc:64062)"
"3121"	"Q7T370"	"Protein CDV3 homolog"
"3122"	"Q7T372"	"Actin related protein 2/3 complex, subunit 1B"
"3123"	"Q7T379"	"Dihydrodiol dehydrogenase (Dimeric), like"
"3124"	"Q7T383"	"Uncharacterized protein"
"3125"	"Q7T385"	"V-type proton ATPase subunit C 1-A"
"3126"	"Q7T391"	"Annexin A11a"
"3127"	"Q7T394"	"Lissencephaly-1 homolog A"
"3128"	"Q7T395"	"Ureidopropionase, beta"
"3129"	"Q7T3B1"	"Novel protein similar to vertebrate proteasome (Prosome, macropain) 26S subunit, ATPase, 2 (PSMC2) (Zgc:63995)"
"3130"	"Q7T3C0"	"Zgc:63976"
"3131"	"Q7T3C6"	"Cleavage and polyadenylation specificity factor subunit 5"
"3132"	"Q7T3C7"	"Reticulon-4-interacting protein 1 homolog, mitochondrial"
"3133"	"Q7T3C9"	"Signal recognition particle 19"
"3134"	"Q7T3D4"	"Uncharacterized protein"
"3135"	"Q7T3D5"	"Novel protein (Zgc:63952)"
"3136"	"Q7T3E5"	"Kynurenine--oxoglutarate transaminase 3"
"3137"	"Q7T3F0"	"Tropomyosin 4"
"3138"	"Q7T3F3"	"Ubiquitin carrier protein"
"3139"	"Q7T3F4"	"Major histocompatibility complex class I UEA gene"
"3140"	"Q7T3G2"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
"3141"	"Q7T3G4"	"Phosphoglycerate mutase"
"3142"	"Q7T3H1"	"Dynactin subunit 2"
"3143"	"Q7T3H5"	"Glycerol-3-phosphate dehydrogenase 1 (Soluble)"
"3144"	"Q7T3H9"	"Putative hydroxypyruvate isomerase"
"3145"	"Q7T3L3"	"Chaperone protein GP96"
"3146"	"Q7T3L7"	"Cell division control protein 2"
"3147"	"Q7T3T8"	"Zygote arrest protein 1"
"3148"	"Q7ZSY2"	"Malate dehydrogenase"
"3149"	"Q7ZSZ0"	"Novel protein similar to human RAS oncogene family member RAB1B"
"3150"	"Q7ZSZ9"	"Rac1"
"3151"	"Q7ZT36"	"Parvalbumin 3"
"3152"	"Q7ZT42"	"Staphylococcal nuclease domain-containing protein 1"
"3153"	"Q7ZTH6"	"Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (Trifunctional protein), beta subunit"
"3154"	"Q7ZTH9"	"Isovaleryl Coenzyme A dehydrogenase"
"3155"	"Q7ZTI0"	"Sjogren syndrome antigen B (Autoantigen La)"
"3156"	"Q7ZTS0"	"Beta-carotene 15,15'-monooxygenase 1"
"3157"	"Q7ZTS2"	"Cldni protein"
